V1,V8,V9,condition,desc,support,query_1,query_2,query_3,query_4,query_5,query_1_quant,query_2_quant,query_3_quant,query_4_quant,query_5_quant,word_homeless,word_welfare,word_needy,word_lazy,word_filler2,word_filler5,word_filler6,word_charity,word_poor,word_filler12,word_burden,word_aid,word_filler11,word_deserve,stigmaO_1,stigmaO_2,stigmaO_3,stigmaO_4,stigmaO_5,attncheck,age,gender,income,edu,race,polit,polit_1,polit_2 
R_2TzaLeXIFecheY5,6/20/17 11:37,6/20/17 11:47,security,social security for all,2,May make people less ambitious.,People may depend on it too much.,,,,2,2,,,,HOMEMADE,WELCOME,NERDY,LAZY,PLATE,SUB,BAKE,CHARITY,DOOR,PHONE,BURDEN,ADD,SING,RESERVE,3,5,7,3,5,2,44,Female,"$50,000 to $59,999",2-year college degree,White,Republican,Strongly conservative,Strongly conservative
R_eJ3BhrIN4Pr27eh,6/20/17 11:39,6/20/17 11:48,security,social security for all,6,Provides basic needs,Helps people in bad situations,Evolving market,Evolving with technology,"Automation is destroying jobs, need to compensate",1,1,1,1,1,homeless,welcome,needy,lazy,place,sub,bake,charter,four,phone,burden,aid,sing,reserve,4,4,2,5,1,2,30,Male,"$175,000 or more",Masters level degree (for example M.S. or M.A.),White,Democrat,Strongly liberal,Strongly liberal
R_3kbrjMNjYx7d6oJ,6/20/17 11:26,6/20/17 11:48,security,social security for all,5,help with housing costs,help with food costs,mitigate the effects of ai/automation,how will services be affected,will it go up with inflation,1,1,1,2,2,homesafe,welding,needy,lazy,place,sun,bake,charity,door,phone,bursts,add,song,deserve,5,3,3,5,3,2,38,Female,"$30,000 to $34,999",Some college (no degree),White,Democrat,Strongly liberal,Moderately liberal
R_5c0o71MD7AHz5IZ,6/20/17 11:24,6/20/17 11:48,security,social security for all,6,receiving benefits when I retire,"help support my family (parents, grandparents, or other family members) if they did not receive ","help disabled individuals, and the children and widowed spouses of deceased workers",Efficient monthly payment ,Citizens,1,1,1,1,1,Homemade,welling,nardy,lazy,plate,sun,bake,charite,Door,photo,burner,and,sing,reserve,6,5,4,6,5,2,31,Female,"$60,000 to $74,999",4-year college degree,Asian,Democrat,In the middle,In the middle
R_3HGiP0R1YmFe9fF,6/20/17 11:26,6/20/17 11:48,security,social security for all,5,Less scamming,Tax increase most likely,More business opportunity,Better governance as opposed to control,Education on managing money ,1,2,1,1,1,HOMELESS,WELNESS,NERDY,LAZY,PLACE,SUE,BACK,CHARLES,THOR,PHONE,BURGER,AND,SING,RESERVE,4,4,4,6,6,2,31,Male,"$100,000 to $124,999",4-year college degree,White,Independent,Moderately liberal,Moderately liberal
R_3GoA2CFNhwDmW3g,6/20/17 11:43,6/20/17 11:49,control,basic income,5,"Would help the disabled, elderly, and others who can't support themselves",Would help children,Might prevent some people from trying to provide for themselves,,,1,1,2,,,homebody,welcome,needy,lazy,plank,sun,bake,charred,door,photo,burger,add,song,deserve,4,4,4,5,6,2,25,Female,"$60,000 to $74,999",4-year college degree,White,Independent,Strongly liberal,Slightly       liberal
R_eeZ50ywjv392LWF,6/20/17 11:31,6/20/17 11:50,security,social security for all,7,it gives everybody a fair chance,it will bring society closer,everyone deserves basic needs,There are a lot of people that this would help,the crime rate will go down,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUN,BIKE,CHARITY,DOOR,PHONE,BURIED,ADD,SING,DESERVE,6,5,1,7,5,2,26,Female,"$75,000 to $84,999",Some college (no degree),Black,Democrat,Moderately liberal,Moderately liberal
R_rlQJsBJhjCiyn9T,6/20/17 11:31,6/20/17 11:50,security,social security for all,3,communism,lazy ppl,unfair due to job role,people will pick careers based on how amusing they are,will fail,2,2,2,2,2,homested,welcome,nerdy,lazy,place,sum,bike,charred,door,PHOTO,BURROW,ADD,SING,DESERVE,5,5,6,5,6,6,33,Male,"$60,000 to $74,999",4-year college degree,White,Independent,In the middle,In the middle
R_33fBtmoXxmLljd5,6/20/17 11:43,6/20/17 11:50,security,social security for all,7,Everyone should have basic needs covered,All citizens should have basic rights,Everyone should have an equal opportunity to succeed,,,1,1,1,,,HOMELESS,WELCOME,NEEDY,HAZY,PLANT,SUN,BAKE,CHARGES,POOR,PHOTO,BURGER,AND,SONG,DESERVE,7,1,1,7,5,2,33,Female,"$30,000 to $34,999",High school degree,White,Republican,Strongly conservative,In the middle
R_3p2VrO09pevmhO6,6/20/17 11:09,6/20/17 11:50,freedom,financial freedom,5,The President/Government aren't interested in doing what people want or need.,Politicians that could help people are more interested in how to get what they want. ,The Government is more interested in military than its citizens. ,The country is full of different people who need and want different things.,Those with the most money and influence are only interested in there own wants.,1,1,1,1,1,HOMELAND,WELCOME,NEEDY,LAZY,PLACE,SUE,BAKE,CHARTER,DOOR,PHOTO,BURSTS,AND,SING,RESERVE,4,5,2,6,2,2,28,Female,"$60,000 to $74,999",2-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_3m7zpk7Me2NMqXj,6/20/17 11:40,6/20/17 11:51,control,basic income,5,I think it would be tough to get those who benefit from oil profits on board. ,"This feels like a large step towards socialism, which I'm fine with. ",This would guarantee a certain level of living for most people. ,I want to see how it has worked elsewhere. ,I wonder how much money we are really talking about each person getting per month. ,2,1,1,1,1,homeland,welcome,needy,lazy,plays,sun,bike,chairty,door,phone,burden,aid,sing,observe,5,6,5,6,6,2,33,Male,"$85,000 to $99,999",4-year college degree,White,Independent,Strongly liberal,Strongly liberal
R_2Y3ew8s1LYuiGae,6/20/17 11:42,6/20/17 11:51,freedom,financial freedom,5,Reduced government involvement,Forced wealth redistribution,Increased freedom,Reduced government size,Welfare in its current form could go away,1,2,1,1,1,homeless,welcome,needy,lazy,plaza,sue,bake,charity,door,PHOTO,BURROW,AID,SING,DESERVE,6,5,5,6,7,2,38,Male,"$75,000 to $84,999",Masters level degree (for example M.S. or M.A.),White,Republican,Strongly conservative,Strongly conservative
R_2VrJ0jI2Soy5WBu,6/20/17 11:26,6/20/17 11:51,security,social security for all,7,people won't be hungry,people won't be homeless,people won't be stressed over such basic things,,,1,1,1,,,HOMELESS,WELCOME,NERDY,HAZY,PLAZA,SUN,BAKE,CHARRED,DOOR,PHOTO,BURNED,AND,SUNG,RESERVE,6,2,2,7,5,2,44,Female,"$60,000 to $74,999",2-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_21zXQp9OajUjRlU,6/20/17 11:44,6/20/17 11:51,control,basic income,7,It helps society move forward ,Help with poverty ,Can eliminate other systems such as Food stamps welfare and social security,,,1,1,1,,,Homework,Welcome,Needy,Lazy,Plant,Sum,Bike,Charity,Poor,Phone,Burden,Aid,Sing,Reserve,7,1,1,7,1,2,26,Male,"$10,000 to $12,499",Some college (no degree),White,Independent,Strongly liberal,Strongly liberal
R_2xWYKwWuVSv2w5Z,6/20/17 11:33,6/20/17 11:51,freedom,financial freedom,6,It could minimize damaging results of mass unemployment.,It shows that the government can provide a public good.,I believe it would help our most vulnerable citizens. ,,,1,1,1,,,homework,welcome,needy,cozy,place,sun,bake,charity,poor,phone,bureau,add,sing,deserve,6,4,3,6,4,2,36,Female,"$60,000 to $74,999",4-year college degree,Black,Independent,Strongly liberal,Strongly liberal
R_233ITehGqII0ycb,6/20/17 11:42,6/20/17 11:51,control,basic income,7,People will have their basic needs met,There will be less suffering,There will be less stress,There will be less homeless people,,1,1,1,1,,HOMELAND,WELCOME,NERDY,LAZY,PLANT,SUN,BAKE,CHARMER,POOR,PHONE,BURROW,AND,SONG,DESERVE,7,1,1,7,2,2,21,Female,"$40,000 to $49,999",Some college (no degree),White,Independent,Moderately liberal,Moderately conservative
R_1MNloUrIlTVdNbr,6/20/17 11:29,6/20/17 11:52,freedom,financial freedom,5,financial freedom is good,the policy is freeing,the policy reflects democracy,it reflects my values,I think it is positive,1,1,1,1,1,HOMELIFE,WELLNES,NERDY,LAZY,PLATE,SUP,BIKE,CHARITY,POOR,PHONE,BURNED,AID,SING,OBSERVE,4,4,4,4,4,5,28,Male,"$20,000 to $24,999",4-year college degree,White,Democrat,Slightly       liberal,Slightly       liberal
R_ykJ94ZU2ygyunOF,6/20/17 11:42,6/20/17 11:52,security,social security for all,7,We have a responsibility to take care of our own.,"This country is so wealthy, yet it disregards so many in need.","Not everyone is capable of ""pulling themselves up by their bootstraps.""",The wealthy are out of touch with what it means to be working class or struggling.,We could send less aid to other countries and spend less on the military to pay for this.,1,1,1,1,1,HOMEBASE,WELCOME,NEEDY,LAZY,PLACE,SUB,BIKE,CHARIOT,DOOR,PHOTO,BURGER,ADD,SING,DESERVE,6,4,5,7,7,2,38,Female,"$50,000 to $59,999",4-year college degree,White,Democrat,Strongly liberal,Moderately liberal
R_21v5SsXn9XvcXp6,6/20/17 11:30,6/20/17 11:52,freedom,financial freedom,3,Could streamline payments,Should lower taxes instead,"Keeps government still involved, not good",,,1,2,2,,,homeland,welcome,nerdy,lazy,place,sue,bake,charity,loor,PHONE,BURDEN,AND,SONG,DESERVE,4,6,5,4,5,2,34,Male,"$75,000 to $84,999",Some college (no degree),White,Republican,Moderately conservative,Moderately conservative
R_3qmtu3cnr60TgPi,6/20/17 11:45,6/20/17 11:54,freedom,financial freedom,3,Would maybe be helpful to the poor,is pretty much socialism,would take us down a slipperly slope into communism,frightens me that this is an option,I do not think it could be controlled properly,1,2,2,2,2,HOMESICK,WELFARE,NAADY,HAZY,PLAYS,SUN,BIKE,CHARTER,FLOO,PHOTO,BURITO,AID,SUNG,RESERVE,1,6,7,5,7,2,27,Female,"$150,000 to $174,999",4-year college degree,Other,Independent,Moderately liberal,Strongly conservative
R_xr6By8BRcrzSEcF,6/20/17 11:46,6/20/17 11:54,security,social security for all,5,Reasonably prices would help people afford it,Healthcare would be available for all,Monthly payments may be convenient,Taxes could be pretty high,Certain coverages may not apply,1,1,1,2,2,HOMELAND,WELCOME,NEEDY,LAZY,PLACE,SUN,BIKE,CHARIOT,DOOR,PHOTO,BURIED,ADD,SING,RESERVE,4,4,4,4,4,2,26,Male,"$60,000 to $74,999",High school degree,White,Independent,Slightly       liberal,Slightly conservative
R_1IZwQfFy1R6MROS,6/20/17 11:32,6/20/17 11:54,security,social security for all,7,"The uber rich acquire their massive wealth through slave labor and criminal activity, or are beneficiaries of old slave money inherited. ",Taxes do not fund government spending.,A guaranteed basic income would transform the state of poverty in the United States.,A healthy economy functions best when people have money to put back into it.,Policies like this would infuriate white supremacists who think their opportunities afforded to them in life aren't the product of government sanctioned racist policies implemented after the New Deal like Redlining. ,1,1,1,1,1,HOMEMADE,WELFARE,NEEDY,COZY,PLANE,SUN,BAKE,CHARIOT,ROAR,PHOTO,BURNED,AID,SONG,RESERVE,7,1,1,7,2,2,23,Male,"$75,000 to $84,999",Some college (no degree),Other,Democrat,Strongly liberal,Strongly liberal
R_5dNKGqvivTws5lD,6/20/17 11:34,6/20/17 11:55,freedom,financial freedom,7,less government waste,"reduce taxes, increase freedom",government can't legislate morality,government rarely knows best,give people autonomy ,1,1,1,1,1,HOMELAND,WELCOME,NEEDY,LAZY,PLACE,SUB,BIKE,CHARITY,DOOR,PHOTO,BURIED,ADD,SONG,DESERVE,6,3,4,6,4,2,56,Male,"$125,000 to $149,999",Masters level degree (for example M.S. or M.A.),White,Independent,In the middle,Slightly conservative
R_3ilftwOT9OCdp0c,6/20/17 11:40,6/20/17 11:55,freedom,financial freedom,1,The wealthy are eligible,Most states can not afford this policy,It can help people who actually need it,It needs polictical support,"Oil is in a state of permanent glut, funding is from oil is unsustainable.",2,2,1,1,2,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,ODOR,PHOTO,BURIED,ADD,SONG,OBSERVE,5,6,6,6,6,2,37,Male,"$25,000 to $29,999",High school degree,White,Democrat,Moderately liberal,In the middle
R_b2t88iV0Hdq4m9H,6/20/17 11:26,6/20/17 11:56,freedom,financial freedom,7,helps to reduce financial insecurity and suffering,gives people freedom to spend money how they want,"might not cover as many needs as having seperate payments for healthcare, disability etc.",would be a significant change,would help a lot of people,1,1,2,1,1,HOMELESS,WELFARE,NEEDY,LAZY,PLACE,SUN,BAKE,CHARITY,POOR,PHOTO,BURDEN,ADD,SUNG,DESERVE,7,1,1,7,2,2,30,Male,"$20,000 to $24,999",High school degree,White,Democrat,Strongly liberal,Strongly liberal
R_C1Xcn0lXRcX6WzL,6/20/17 11:31,6/20/17 11:56,freedom,financial freedom,5,less stressful living,more productive society,,,,1,1,,,,HOMELAND,WELCOME,NEEDY,COZY,PLANT,SUN,BAKE,CHARADE,MOOR,PHONE,BURDEN,AND,SING,DESERVE,6,2,4,6,6,2,60,Male,"$15,000 to $19,999",Some college (no degree),White,Independent,Strongly conservative,Moderately conservative
R_2WG8GFZ0RPI9DwA,6/20/17 11:21,6/20/17 11:57,freedom,financial freedom,7,No more poor people,No more inequality,No more rich people taking advantage of workers,No more wage gap between genders,Will give everyone a fresh start.,1,1,1,1,1,HOMELAND,WECOMED,NEEDY,COZY,PLATE,SUE,BAKE,CHARITY,DOOR,PHONE,BURDEN,AID,SUNG,OBSERVE,7,1,1,7,1,2,26,Female,"$40,000 to $49,999",Some college (no degree),Asian,Democrat,Strongly liberal,Strongly liberal
R_Z4AzCj4ridwj2PD,6/20/17 11:38,6/20/17 11:57,control,basic income,7,It would financially help families,It would make people feel secure,Get people more involved in the community because they would feel like they are a part.,"Some very rich people wouldn't financially benefit, but they would still feel like they are a part of their community.","Overall, it seems very beneficial.",1,1,1,1,1,HOMELESS,WELCOME,NERDY,LAZY,PLAZA,SUN,BAKE,CHARITY,DOOR,PHONE,BURLAP,AND,SING,DESERVE,7,2,1,7,1,2,29,Female,"$25,000 to $29,999",2-year college degree,White,Democrat,Strongly liberal,Moderately liberal
R_RWR6xyDHKFOCLIt,6/20/17 11:51,6/20/17 12:00,security,social security for all,6,I don't feel it is fair for some people to not even be able to feed themselves,All people should be treated and rewarded equally,,,,1,1,,,,HOMEWORK,WELCOME,NEEDY,LAZY,PLACE,SUN,BAKE,CHARIOT,DOOR,PHONE,BURDEN,AND,SING,RESERVE,6,5,2,6,6,2,35,Female,"$60,000 to $74,999",2-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_VL2gUM8D9unXlTj,6/20/17 11:50,6/20/17 12:01,freedom,financial freedom,7,I would spur antrepreneurship,It would help people in the gig economy,It would have a stimulative effect on the economy,,,1,1,1,,,homeless,welcome,nerdy,hazy,plant,sun,bike,charity,boor,photo,burner,and,song,reserve,6,2,1,7,2,2,53,Male,"$30,000 to $34,999",Less than a high school degree,White,Democrat,Strongly liberal,Strongly liberal
R_3qkCB7usyPomZlU,6/20/17 11:35,6/20/17 12:03,security,social security for all,7,Americans would be able to feel secure despite setbacks beyond their control,Taxes may be raised to implement this change,Unemployed or otherwise people that do not need this service will be paying for it,,,1,2,2,,,Homeless,Welcome,Needy,Hazy,Place,Sum,Bike,Charity,Floo,Phone,Bursts,Aid,Sing,Deserve,4,5,5,1,6,2,41,Female,"$40,000 to $49,999",Some college (no degree),White,Independent,In the middle,In the middle
R_33yk9lyFVehhzDw,6/20/17 11:47,6/20/17 12:03,security,social security for all,7,No more pan handlers because the have basic needs meant ,Fair to all ,Food supplied ,medical supplied ,May not give all wants but does give all needs. ,1,1,1,1,1,homeless,wellnes,needy,lazy,place,sue,bake,charity,door,photo,burden,aid,sing,deserve,5,5,4,6,7,2,44,Male,"$30,000 to $34,999",2-year college degree,White,Independent,Slightly conservative,Slightly conservative
R_2TZgbQ8RiOJX2iT,6/20/17 11:37,6/20/17 12:03,freedom,financial freedom,4,financial freedom is good,people being independent and in charge of their own decisions good,efficent monthly payment to ALL CITIZENS not so good,"Alaska may be able to do this because they do get a lot of money from oil, would all states be able to do this","what would this look like, would this be a rise in taxes, need to know more",1,1,2,2,2,HOMESPUN,WELCOME,NEEDY,COZY,PLACE,SUN,BAKE,CHARLES,STOR,PHOTO,BURGER,AND,SING,DESERVE,5,3,5,4,5,2,25,Female,"Less than $5,000",4-year college degree,White,Republican,Slightly conservative,Moderately conservative
R_9oCmQofrFWFEMUN,6/20/17 11:33,6/20/17 12:03,security,social security for all,5,too many people without skills to move with agility to new jobs,people are drowning out here without work,"risk of giving cash and having it not go to pay rent, food, basics is very high",universal health care should be a higher priority since where the money goes could be more easily regulated,"wage stagnation, including minimum wage would be a better focus so that people could make a livable wage from the jobs that are available",1,1,2,2,2,HOMEWORK,WELCOME,NEEDY,HAZY,PLACE,SUB,BAKE,CHARMER,POOR,PHONE,BURLAP,ADD,SONG,RESERVE,3,5,5,2,3,2,53,Female,"$30,000 to $34,999",4-year college degree,White,Independent,Slightly       liberal,Slightly       liberal
R_2TBpSghncOaxm36,6/20/17 11:50,6/20/17 12:04,freedom,financial freedom,7,It allows people to be autonomous,It frees people from being monitored by welfare programs,It would allow people to prioritize their needs,It would bring people out of poverty,It would give many a new start on life,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,HAZY,PLAYS,SUB,BAKE,CHARITY,POOR,PHOTO,BURNED,AID,SING,DESERVE,7,1,1,7,6,2,56,Female,"$50,000 to $59,999",4-year college degree,White,Republican,Strongly conservative,Strongly conservative
R_3kA2HrFFjPTcmMp,6/20/17 11:52,6/20/17 12:05,security,social security for all,7,its a basic right,we need to care about each other,what would jesus do,how would we want to be treated if we needed help,,1,1,1,1,,homebody,welcome,nerdy,lazy,place,sun,bake,charity,poor,photo,burden,and,sing,observe,7,3,2,5,6,2,23,Male,"$30,000 to $34,999",Some college (no degree),White,Independent,In the middle,In the middle
R_2zNM0yXPjcjAim8,6/20/17 11:46,6/20/17 12:05,control,basic income,2,This should be instituted for retired senior citizens only.,I don't think handouts help anyone.,There are many citizens I don't believe would actually need this.,There are better ways to use these resources.,,1,2,2,2,,HOMEMADE,WELNESS,NEEDY,LAZY,PLATE,SUN,BIKE,CHARRED,DOOR,PHOTO,BURNED,AID,SING,RESERVE,5,7,7,5,7,2,38,Female,"$75,000 to $84,999",Some college (no degree),Hispanic,Democrat,Strongly liberal,In the middle
R_1H0q7nAQ9Ui5gWX,6/20/17 11:34,6/20/17 12:06,security,social security for all,1,Will promote laziness in Americans.,Government can't be trusted to pay the amount or to not lower the amount.,Americans would become like slaves to the government.,The government could easily become corrupt and mistreat the American citizens.,"The people are supposed to be in charge of the government, not the other way around.  There would be no one to keep the government in check.",2,2,2,2,2,HOMEROOM,WELCOME,NEEDY,LAZY,PLACE,SUB,BAKE,CHARITY,DOOR,PHONE,BURDEN,AID,SONG,DESERVE,5,6,7,6,7,2,44,Female,"$60,000 to $74,999",2-year college degree,White,Republican,Moderately conservative,Moderately conservative
R_06U09uzbDboVZfz,6/20/17 11:52,6/20/17 12:08,freedom,financial freedom,2,good,happy,thrilling,exciting,joyful,1,2,1,1,2,homemade,welcome,nandy,lazy,plaid,sue,bake,charter,door,phone,buried,add,song,deserve,4,1,1,4,4,2,32,Female,"$10,000 to $12,499",Some college (no degree),White,Republican,Strongly conservative,Slightly conservative
R_3DinKb2wclq2zG6,6/20/17 11:55,6/20/17 12:09,control,basic income,7,balance,fairness,no one has to suffer,no one has to go hungry,no one has to die from lack while others are sick with excess,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLACE,SUN,BIKE,CHARITY,DOOR,PHONE,BURNED,ADD,SONG,DESERVE,6,5,2,7,5,2,28,Female,"$7,500 to $9,999",Some college (no degree),Hispanic,Other,Moderately liberal,Moderately liberal
R_tEYT1AFVMA5FpIZ,6/20/17 11:30,6/20/17 12:10,control,basic income,4,"What is the sustainability of ""basic income""?","""Basic income"" would need to be a replacement system, not an addition to current welfare. ",The current welfare system is not working.  We need a different viable option to eradicate poverty and homelessness.,"I think the level of ""basic income"" would have to meet basic needs; liveable, so someone could focus on an apprenticeship or skills training or a necessary college degree.  Get rid of all junk, worthless degrees. ","Perhaps run a two-year pilot study?  Don't think we'll be worse off than where we are.  However, we've got to bring back apprenticeships.  Who can afford college? $120,000 for a women's studies degree than one can't apply properly in this universe?",1,1,1,1,1,HOMELESS,WELFARE,NERDY,LAZY,PLANT,SUB,BIKE,CHARITY,MOOR,PHOTO,BURPED,ADD,SING,UNSERVE,7,5,1,6,7,2,52,Female,"$30,000 to $34,999",Some college (no degree),White,Republican,Strongly conservative,In the middle
R_2vkXqpQii68bZ4R,6/20/17 12:01,6/20/17 12:10,freedom,financial freedom,7,People work too many hours,Corporations control majority of GDP,The richest people/corporations pay too little tax,Income might encourage some laziness.,It might meet resistance.,1,1,1,2,2,HOMEWARD,WELCOME,NERDY,LAZY,PLACE,SUN,BIKE,CHARRED,DOOR,PHOTO,BURGLE,AND,SING,PRESERV,3,4,3,5,7,2,24,Male,"$20,000 to $24,999",4-year college degree,White,Independent,Strongly liberal,Slightly conservative
R_2SJOYkNztD9YsmN,6/20/17 11:57,6/20/17 12:11,security,social security for all,7,Everyone should have basic needs met.,It is important for the well being of the nation.,It is a smart solution to the elimination of many jobs due to technology.,It keeps societal moral up.,"The change is necessary, people did not ask for technology taking there jobs, they had no choice.",1,1,1,1,1,HOMEROOM,WELFARE,NEEDY,HAZY,PLANE,SUN,BAKE,CHARITY,POOR,PHONE,BURNED,AND,SING,RESERVE,7,1,1,7,4,2,25,Male,"$175,000 or more",4-year college degree,Asian,Democrat,Moderately liberal,Slightly       liberal
R_r91ThvRQwsXT5jH,6/20/17 11:56,6/20/17 12:13,control,basic income,7,People deserve to have their basic needs met,It would keep people from starving,The disabled could survive easier,The quality of life for many would improve,It feels like we should have had this all along,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLANT,SUB,BAKE,CHARTER,POOR,PHONE,BURNED,AND,SING,DESERVE,6,3,2,7,3,2,27,Female,"$20,000 to $24,999",Some college (no degree),White,Independent,Slightly conservative,Slightly       liberal
R_1dcrsGHhDjvhnAo,6/20/17 11:57,6/20/17 12:14,freedom,financial freedom,5,This could encourage people to be lazy.,What will drug addicts do with the money?,"If implemented, this would help a ton of people.",Republicans would never stand for this.,,2,2,1,2,,Homeless,Welcome,Needy,Cozy,Place,Suw,Bike,Charity,Poor,PHONE,BURNED,AND,SONG,DESERVE,5,5,5,6,5,2,25,Male,"$100,000 to $124,999",2-year college degree,Black,Democrat,Slightly conservative,Slightly       liberal
R_WldvXTm0Dsuf3Yl,6/20/17 12:07,6/20/17 12:15,control,basic income,5,more economic equality,less poverty,more access to life amentities,easier life patterns,better access to healthcare,1,1,1,1,1,homemade,welbein,nudit,cozy,plate,sum,bake,charged,door,photo,burden,and,song,preserv,6,6,6,6,6,5,24,Male,"$50,000 to $59,999",4-year college degree,Asian,Democrat,Slightly       liberal,Slightly       liberal
R_3HYr9l4GSciN5UU,6/20/17 11:50,6/20/17 12:16,control,basic income,7,"It would help people in need, including retirees and the impoverished.",It could potentially replace other costly social programs like social security.,It does not go far enough to extend coverage to legal permanent residents.,Government is responsible for taking care of its citizens.,"It will not solve the gross income disparity that exists, but is a step in the right direction.",1,1,2,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLATE,SUM,BAKE,CHARITY,DOOR,PHONE,BURDEN,AID,SONG,RESERVE,6,4,1,7,3,2,50,Male,"$85,000 to $99,999","Doctorate level degree (for example PhD, MD, JDS)",White,Democrat,Strongly liberal,Strongly liberal
R_tMaxJGB8wapzrUt,6/20/17 12:03,6/20/17 12:16,security,social security for all,7,Everyone will be protected from unexpected financial crises.,USA is a great country -- no one should suffer.,We shouldn't have to worry about losing our jobs and finances. ,"There should be laws in place, however, to keep people from taking advantage of this new system.  ","It should be necessary that unemployed folks are searching for jobs, at least.",1,1,1,2,2,HOMELESS,WELCOME,NERDY,LAZY,PLACE,SUB,BAKE,CHARITY,DOOR,PHONE,BURGER,AND,SING,RESERVE,6,3,5,7,3,2,30,Female,"$75,000 to $84,999",4-year college degree,Asian,Republican,Slightly conservative,Slightly       liberal
R_2EosODi3B0cfhcn,6/20/17 12:06,6/20/17 12:16,security,social security for all,1,"Working hard makes us better, this would make that unnecessary.",It might be nice as an artist to be able to devote more time to my art.,But the struggle is part of where art is born.,I don't want my hard work to pay for loafers.,We don't have the money to make this work without a terrible tax burden and who would work?,2,1,2,2,2,HOMEWORK,WELCOME,NERDY,COZY,PLACE,SUN,BAKE,CHARMED,DOOR,PHOTO,BURNED,AND,SING,DESERVE,5,3,7,3,6,2,38,Female,"$15,000 to $19,999",4-year college degree,White,Independent,Moderately liberal,Moderately conservative
R_1q8SjRtMIXvRKTM,6/20/17 12:09,6/20/17 12:18,freedom,financial freedom,6,universal basic income is a great idea,more and more jobs are being automated,the government doesn't use money effectively,,,1,1,1,,,HOMEWORK,WELCOME,NERDY,LAZY,PLACE,SUN,BAKE,CHARIOT,DOOR,PHONE,BURGER,AND,SONG,RESERVE,7,1,1,7,7,2,28,Female,"$50,000 to $59,999",4-year college degree,White,Democrat,Moderately liberal,Moderately liberal
R_3Dwq1ShmZZ9NX89,6/20/17 12:10,6/20/17 12:19,control,basic income,7,smaller government,equality,there cannot be any stipulation as to who receives the benefits or trouble will start,rich people should get tax breaks for refusing the service,no more homelessness,1,1,1,1,1,HOMELESS,WELCOME,NEEDY,LAZY,PLAYS,SUE,BAKE,CHARITY,POOR,PHONE,BURNED,AND,SING,RESERVE,6,2,2,7,6,2,28,Male,"$25,000 to $29,999",4-year college degree,White,Independent,Moderately liberal,Slightly       liberal
R_2Ce6nPs6URHDIs3,6/20/17 12:12,6/20/17 12:20,control,basic income,6,Increased taxes,Reducing homelessness,Lessening wealth gap,,,2,1,1,,,HOMEBODY,WELFARE,NEEDY,LAZY,PLATE,SUE,BAKE,CHARTER,DOOR,PHONY,BURIED,AID,SING,RESERVE,5,5,5,7,6,2,18,Female,"$150,000 to $174,999",High school degree,Asian,Democrat,Strongly liberal,Moderately liberal
R_D5zCevCJAga3QmB,6/20/17 12:01,6/20/17 12:22,control,basic income,6,Lower Poverty,Instill a sense of Worth,Increases productivity nationally,Quality of Life,Lowers Crime,1,1,1,1,1,HOMEWARD,WELNESS,NEEDY,LAZY,PLANT,SUN,BIKE,CHARIOT,BAOR,PHOTO,BURIAL,ARD,SING,DESERVE,6,3,2,7,2,2,35,Male,"$30,000 to $34,999",Some college (no degree),White,Independent,In the middle,In the middle
R_3n3iiWgMfsXtnCu,6/20/17 12:16,6/20/17 12:28,control,basic income,1,takes money from people who worked for it.,people need to lern to advance themself not just get more pay.,there will never be enough money to make free loader happy.,if you take more money from tax payers they will be less inclined to acheave great things.,no one wants to make more money so that other people can have more.,2,2,2,2,2,hometown,welcome,noody,buzy,place,sun,bike,char-so,door,photo,burger,and,song,unserve,5,2,6,5,3,2,23,Male,"$10,000 to $12,499",Some college (no degree),White,Republican,Strongly conservative,Strongly conservative
R_3iCNagBoSAH8RMJ,6/20/17 12:21,6/20/17 12:30,freedom,financial freedom,4,Would lead to happier citizens,Would enable people to better themselves,May not be as efficient as proposed,,,1,1,2,,,homebody,welcome,needy,cozy,plant,sun,bike,charged,door,phone,burger,aid,song,reserve,4,4,2,6,4,2,31,Male,"$20,000 to $24,999",Some college (no degree),White,Independent,Strongly liberal,Moderately liberal
R_2bUALVkNcrAWJpH,6/20/17 12:20,6/20/17 12:31,security,social security for all,2,More taxes,Strain on certain tax brackets,,,,2,2,,,,HOMELESS,WELCOME,NEEDY,LAZY,PLATE,SUN,BAKE,CHARLES,DOOR,PHONY,BURNED,AND,SING,OBSERVE,3,6,6,3,7,2,24,Male,"$85,000 to $99,999",2-year college degree,White,Democrat,Slightly       liberal,In the middle
